packet_size,packet_rate,protocol,label
100,18,1,normal
85,65,4,icmp_flood
284,15,3,normal
1228,291,1,dos
71,40,3,scan
1825,135,3,dos
1348,270,3,dos
102,44,4,icmp_flood
135,79,3,scan
174,87,1,scan
1625,247,1,dos
62,5,2,normal
116,70,4,icmp_flood
110,79,4,icmp_flood
55,16,1,normal
141,64,1,scan
132,68,2,scan
291,2,1,normal
63,50,2,scan
4291,238,1,dos
2968,176,1,dos
167,12,2,normal
3562,111,3,dos
59,80,2,scan
4839,199,3,dos
132,14,1,normal
120,39,4,icmp_flood
3202,172,2,dos
87,64,1,scan
2526,140,1,dos
4069,102,2,dos
105,74,4,icmp_flood
68,45,2,scan
3299,202,1,dos
2742,174,2,dos
109,55,3,scan
74,17,4,icmp_flood
910,15,1,normal
4214,250,2,dos
4516,162,3,dos
150,5,3,normal
3477,48,3,normal
88,10,4,icmp_flood
769,44,3,normal
94,35,4,icmp_flood
3937,196,2,dos
1688,266,2,dos
117,51,4,icmp_flood
3994,293,2,dos
62,64,2,scan
789,32,3,normal
200,61,3,scan
78,54,1,scan
3651,220,1,dos
186,51,3,scan
790,31,1,normal
75,47,4,icmp_flood
88,23,4,icmp_flood
4754,183,3,dos
92,43,3,scan
87,41,4,icmp_flood
81,55,2,scan
464,3,3,normal
4923,167,3,dos
1704,210,1,dos
4952,265,2,dos
4330,134,2,dos
3320,38,3,normal
171,84,1,scan
97,70,3,scan
120,93,3,scan
151,59,1,scan
99,28,4,icmp_flood
2497,206,1,dos
92,96,3,scan
74,47,4,icmp_flood
92,94,1,scan
73,69,3,scan
150,62,3,scan
130,45,2,scan
129,40,1,scan
289,3,1,normal
80,47,4,icmp_flood
145,44,1,scan
99,30,4,icmp_flood
2337,158,1,dos
825,5,1,normal
210,26,2,normal
273,21,3,normal
3925,296,3,dos
114,70,4,icmp_flood
195,27,3,normal
120,19,4,icmp_flood
190,85,1,scan
169,94,2,scan
104,37,4,icmp_flood
3224,241,3,dos
166,97,3,scan
75,62,3,scan
2476,142,1,dos
81,75,4,icmp_flood
131,85,1,scan
3008,225,3,dos
3812,275,3,dos
1270,270,2,dos
82,57,4,icmp_flood
114,18,4,icmp_flood
3527,239,1,dos
109,95,2,scan
89,19,4,icmp_flood
80,40,4,icmp_flood
78,70,4,icmp_flood
3192,225,2,dos
1001,44,3,normal
1395,119,2,dos
3381,113,3,dos
3797,182,2,dos
106,29,3,normal
2168,247,1,dos
144,97,2,scan
103,51,2,scan
2979,269,1,dos
4097,208,3,dos
4862,5,2,normal
176,100,1,scan
71,26,3,normal
242,4,1,normal
112,72,4,icmp_flood
2029,137,2,dos
163,57,2,scan
113,57,4,icmp_flood
110,69,4,icmp_flood
4978,116,1,dos
618,4,3,normal
181,84,1,scan
4752,247,1,dos
4502,252,1,dos
235,17,3,normal
288,16,1,normal
244,28,1,normal
90,41,4,icmp_flood
128,66,3,scan
4458,105,2,dos
93,41,4,icmp_flood
2735,153,2,dos
111,15,4,icmp_flood
108,43,4,icmp_flood
933,5,3,normal
129,71,2,scan
141,58,3,scan
75,22,4,icmp_flood
68,57,1,scan
4357,37,1,normal
2440,200,1,dos
709,44,3,normal
4314,51,1,normal
4687,33,3,normal
91,31,4,icmp_flood
3624,37,3,normal
167,41,1,scan
143,42,3,scan
85,74,4,icmp_flood
77,64,1,scan
1400,202,2,dos
156,95,1,scan
74,61,4,icmp_flood
1132,5,1,normal
1392,236,2,dos
106,70,4,icmp_flood
2366,142,1,dos
4325,40,3,normal
2586,261,2,dos
259,29,1,normal
129,99,2,scan
51,68,2,scan
93,48,4,icmp_flood
52,50,1,scan
119,50,4,icmp_flood
1688,264,2,dos
2205,222,1,dos
111,49,4,icmp_flood
3863,148,1,dos
150,52,1,scan
259,21,1,normal
89,56,4,icmp_flood
176,65,1,scan
297,19,2,normal
121,54,1,scan
102,10,4,icmp_flood
2015,25,2,normal
512,40,2,normal
2809,125,1,dos
47,77,1,scan
275,11,1,normal
4907,139,1,dos
81,20,4,icmp_flood
3032,105,2,dos
102,60,4,icmp_flood
85,28,1,normal
97,76,2,scan
55,59,3,scan
139,56,3,scan
1918,223,2,dos
3076,276,3,dos
117,43,4,icmp_flood
2123,268,1,dos
111,14,4,icmp_flood
65,85,3,scan
90,68,4,icmp_flood
3933,22,1,normal
4020,250,3,dos
40,76,1,scan
2344,297,1,dos
107,71,4,icmp_flood
59,22,2,normal
92,27,4,icmp_flood
119,75,4,icmp_flood
119,67,4,icmp_flood
3684,157,3,dos
120,14,3,normal
3677,191,3,dos
192,47,1,scan
133,22,2,normal
43,57,2,scan
145,75,1,scan
127,54,2,scan
98,58,4,icmp_flood
2310,159,1,dos
859,39,1,normal
735,48,3,normal
62,60,2,scan
4042,124,3,dos
48,42,3,scan
56,43,2,scan
2583,183,3,dos
76,14,1,normal
484,21,3,normal
119,52,1,scan
139,22,3,normal
977,20,2,normal
106,66,4,icmp_flood
80,49,4,icmp_flood
3243,124,2,dos
1493,256,2,dos
112,62,4,icmp_flood
2060,35,1,normal
107,23,4,icmp_flood
46,78,3,scan
3010,192,3,dos
2118,135,3,dos
167,96,1,scan
183,97,3,scan
118,44,4,icmp_flood
92,67,2,scan
51,73,3,scan
2507,137,3,dos
2500,251,3,dos
1176,28,1,normal
4286,128,3,dos
4664,300,3,dos
492,31,1,normal
4414,182,2,dos
64,47,3,scan
84,52,1,scan
161,52,1,scan
64,65,2,scan
192,49,2,scan
2152,245,3,dos
4347,153,3,dos
284,3,1,normal
660,7,3,normal
41,48,2,scan
106,60,4,icmp_flood
370,25,1,normal
3798,260,1,dos
279,10,1,normal
4847,135,3,dos
104,60,4,icmp_flood
4616,196,1,dos
111,23,2,normal
1017,5,3,normal
168,76,1,scan
103,17,2,normal
114,97,2,scan
95,26,4,icmp_flood
87,27,4,icmp_flood
92,75,4,icmp_flood
125,42,1,scan
3459,230,3,dos
123,43,1,scan
188,29,1,normal
77,24,4,icmp_flood
62,8,1,normal
157,19,1,normal
104,36,4,icmp_flood
1404,265,1,dos
88,23,4,icmp_flood
199,30,1,normal
97,16,4,icmp_flood
199,48,2,scan
118,88,1,scan
118,23,3,normal
1216,127,2,dos
92,12,4,icmp_flood
52,46,3,scan
108,11,1,normal
2319,290,3,dos
106,85,2,scan
1051,44,3,normal
94,48,4,icmp_flood
1018,37,2,normal
849,34,2,normal
117,45,4,icmp_flood
52,24,1,normal
1384,107,3,dos
95,90,1,scan
78,75,4,icmp_flood
2444,6,1,normal
151,51,2,scan
81,27,2,normal
4593,113,3,dos
2057,242,3,dos
4359,45,1,normal
2398,267,1,dos
3653,21,2,normal
86,51,4,icmp_flood
104,95,1,scan
151,94,1,scan
1504,183,1,dos
3221,118,3,dos
82,10,4,icmp_flood
3418,24,2,normal
104,62,3,scan
98,72,4,icmp_flood
165,57,1,scan
3089,107,3,dos
850,12,1,normal
113,17,4,icmp_flood
97,15,4,icmp_flood
111,19,4,icmp_flood
3483,169,2,dos
1013,34,3,normal
116,48,4,icmp_flood
2820,145,2,dos
4935,234,3,dos
3650,289,3,dos
96,61,3,scan
49,20,2,normal
198,42,2,scan
71,18,3,normal
51,41,3,scan
99,42,1,scan
76,69,4,icmp_flood
111,28,4,icmp_flood
971,32,2,normal
1038,17,1,normal
3225,115,1,dos
109,32,4,icmp_flood
155,56,3,scan
567,39,2,normal
186,97,3,scan
1580,119,2,dos
236,3,1,normal
64,80,3,scan
200,83,2,scan
108,65,4,icmp_flood
3236,251,2,dos
3038,25,3,normal
134,98,1,scan
100,71,2,scan
76,58,4,icmp_flood
96,73,4,icmp_flood
93,83,1,scan
4431,123,2,dos
858,6,3,normal
2530,111,2,dos
879,29,2,normal
2001,167,2,dos
725,30,3,normal
89,19,4,icmp_flood
151,57,2,scan
168,79,1,scan
611,11,1,normal
87,34,4,icmp_flood
118,43,4,icmp_flood
163,78,2,scan
59,49,3,scan
89,66,4,icmp_flood
90,50,4,icmp_flood
2059,148,3,dos
87,39,4,icmp_flood
45,75,2,scan
812,48,2,normal
1464,175,1,dos
1652,47,1,normal
4316,161,1,dos
176,56,1,scan
118,11,2,normal
42,78,1,scan
1001,30,2,normal
558,14,3,normal
94,70,4,icmp_flood
176,97,2,scan
113,61,4,icmp_flood
167,85,2,scan
83,29,1,normal
116,13,4,icmp_flood
92,13,4,icmp_flood
4931,17,2,normal
672,28,1,normal
97,14,4,icmp_flood
98,14,4,icmp_flood
170,59,3,scan
91,54,4,icmp_flood
4955,138,1,dos
86,73,4,icmp_flood
148,82,1,scan
2415,253,2,dos
844,25,1,normal
2267,242,3,dos
2802,198,3,dos
94,66,4,icmp_flood
3814,124,1,dos
2161,263,2,dos
97,81,1,scan
161,59,1,scan
78,75,4,icmp_flood
1070,26,3,normal
189,74,1,scan
125,77,1,scan
689,47,2,normal
118,68,4,icmp_flood
198,61,1,scan
2583,138,1,dos
60,13,3,normal
118,73,4,icmp_flood
190,15,1,normal
155,100,2,scan
159,95,3,scan
95,43,4,icmp_flood
80,49,4,icmp_flood
1856,123,3,dos
103,42,4,icmp_flood
2845,7,3,normal
93,68,4,icmp_flood
4119,188,1,dos
133,64,2,scan
111,28,4,icmp_flood
74,53,4,icmp_flood
972,19,3,normal
85,11,2,normal
106,57,3,scan
111,57,1,scan
96,61,4,icmp_flood
2377,236,2,dos
3527,31,3,normal
270,8,2,normal
751,35,1,normal
107,34,4,icmp_flood
158,87,1,scan
113,25,4,icmp_flood
99,75,4,icmp_flood
127,79,1,scan
4176,190,3,dos
114,51,4,icmp_flood
1553,246,1,dos
1349,236,3,dos
114,12,4,icmp_flood
87,65,4,icmp_flood
4042,152,2,dos
1647,56,3,normal
3538,272,1,dos
106,65,4,icmp_flood
1565,149,2,dos
4110,238,1,dos
115,59,4,icmp_flood
2877,179,1,dos
939,14,3,normal
101,13,4,icmp_flood
805,29,1,normal
4877,281,1,dos
106,34,4,icmp_flood
2678,55,1,normal
189,53,1,scan
94,12,4,icmp_flood
107,37,4,icmp_flood
75,40,4,icmp_flood
3062,240,3,dos
276,4,1,normal
89,75,4,icmp_flood
74,37,4,icmp_flood
3192,255,3,dos
51,49,1,scan
199,68,1,scan
70,96,3,scan
53,77,2,scan
148,48,3,scan
3242,159,1,dos
96,18,4,icmp_flood
1252,270,2,dos
153,47,1,scan
100,69,4,icmp_flood
1705,212,2,dos
234,12,3,normal
88,93,2,scan
4454,296,3,dos
4712,125,2,dos
78,36,4,icmp_flood
1303,193,2,dos
45,76,2,scan
4853,33,2,normal
86,86,1,scan
199,51,2,scan
48,54,2,scan
2662,44,1,normal
49,52,3,scan
2419,21,3,normal
187,63,1,scan
2702,299,3,dos
3256,146,2,dos
194,18,2,normal
135,89,1,scan
99,16,4,icmp_flood
54,4,2,normal
118,39,4,icmp_flood
61,69,1,scan
127,50,1,scan
88,20,4,icmp_flood
103,26,4,icmp_flood
268,20,3,normal
190,72,1,scan
129,70,2,scan
100,97,2,scan
2484,126,3,dos
3841,51,2,normal
170,41,3,scan
4569,146,1,dos
79,68,4,icmp_flood
120,62,1,scan
2357,297,2,dos
1780,117,2,dos
120,59,4,icmp_flood
93,30,4,icmp_flood
1130,9,1,normal
2697,257,3,dos
218,18,3,normal
116,23,4,icmp_flood
194,75,3,scan
183,58,3,scan
2491,284,2,dos
82,71,4,icmp_flood
559,1,2,normal
2013,287,3,dos
62,71,1,scan
80,31,4,icmp_flood
42,74,1,scan
245,24,1,normal
94,38,4,icmp_flood
214,30,2,normal
114,64,4,icmp_flood
3919,221,2,dos
91,39,4,icmp_flood
1017,2,2,normal
4692,46,1,normal
161,77,3,scan
62,82,2,scan
68,76,1,scan
148,88,3,scan
300,13,3,normal
120,15,3,normal
57,94,3,scan
1191,7,1,normal
147,30,3,normal
93,75,4,icmp_flood
77,32,4,icmp_flood
83,10,4,icmp_flood
57,29,3,normal
100,28,4,icmp_flood
101,47,4,icmp_flood
3144,37,1,normal
165,16,3,normal
84,76,3,scan
190,7,3,normal
169,58,3,scan
82,65,3,scan
200,51,3,scan
4104,13,1,normal
2054,269,3,dos
51,42,1,scan
866,41,1,normal
80,41,1,scan
1285,256,2,dos
91,11,4,icmp_flood
161,84,3,scan
158,84,1,scan
431,7,2,normal
102,57,4,icmp_flood
2945,296,1,dos
4365,264,1,dos
3564,276,3,dos
171,67,3,scan
4843,195,3,dos
155,57,2,scan
41,40,3,scan
80,22,4,icmp_flood
93,80,4,icmp_flood
127,83,1,scan
106,56,4,icmp_flood
3889,119,1,dos
115,69,4,icmp_flood
94,44,4,icmp_flood
1014,23,3,normal
3924,127,2,dos
2164,40,2,normal
172,11,2,normal
90,74,4,icmp_flood
53,51,1,scan
2093,209,2,dos
4962,40,3,normal
120,85,3,scan
3284,178,2,dos
95,70,4,icmp_flood
978,11,1,normal
43,56,3,scan
69,51,2,scan
4624,56,3,normal
294,8,3,normal
119,80,4,icmp_flood
147,89,3,scan
80,72,4,icmp_flood
3057,9,3,normal
112,32,4,icmp_flood
2385,136,1,dos
3330,144,1,dos
177,45,1,scan
393,8,3,normal
153,54,3,scan
1059,48,3,normal
3894,185,2,dos
113,13,3,normal
3962,122,2,dos
1643,201,2,dos
115,63,4,icmp_flood
72,85,1,scan
3731,126,1,dos
41,88,3,scan
83,79,2,scan
111,8,1,normal
83,26,4,icmp_flood
4904,214,2,dos
118,64,4,icmp_flood
643,6,1,normal
4911,133,3,dos
73,99,3,scan
162,63,1,scan
2664,269,2,dos
136,79,1,scan
108,62,4,icmp_flood
97,60,4,icmp_flood
2882,26,1,normal
62,43,1,scan
1119,7,1,normal
115,20,4,icmp_flood
77,50,4,icmp_flood
91,69,4,icmp_flood
3715,45,3,normal
113,57,3,scan
147,56,1,scan
89,53,4,icmp_flood
4509,180,3,dos
53,15,3,normal
437,25,1,normal
817,37,1,normal
3021,24,2,normal
4556,200,1,dos
96,60,3,scan
163,71,1,scan
2977,209,3,dos
232,5,1,normal
99,51,4,icmp_flood
90,44,4,icmp_flood
3242,111,2,dos
4248,110,2,dos
232,25,1,normal
1461,274,2,dos
4523,34,3,normal
3414,29,1,normal
161,10,1,normal
43,20,2,normal
4259,100,2,dos
1445,102,1,dos
75,37,4,icmp_flood
186,58,2,scan
159,68,1,scan
3895,153,1,dos
237,10,1,normal
89,70,4,icmp_flood
141,70,1,scan
137,10,2,normal
2783,22,1,normal
223,10,2,normal
114,54,4,icmp_flood
2806,253,2,dos
179,5,1,normal
262,19,1,normal
291,5,1,normal
80,100,1,scan
522,6,1,normal
579,27,1,normal
3531,33,2,normal
2512,212,1,dos
157,66,2,scan
99,62,4,icmp_flood
255,2,2,normal
104,76,1,scan
3114,188,2,dos
3785,145,2,dos
249,15,3,normal
96,10,2,normal
914,28,1,normal
153,73,3,scan
408,50,3,normal
782,31,1,normal
4026,34,1,normal
102,62,4,icmp_flood
947,25,1,normal
175,49,2,scan
78,33,4,icmp_flood
3376,33,1,normal
4315,159,1,dos
1244,293,2,dos
2061,112,3,dos
85,51,3,scan
1575,100,2,dos
2157,23,2,normal
79,60,4,icmp_flood
4991,290,3,dos
103,75,4,icmp_flood
1746,174,2,dos
3473,187,3,dos
2978,265,2,dos
2026,23,3,normal
2700,232,1,dos
426,23,2,normal
3553,229,2,dos
215,27,1,normal
115,13,2,normal
75,60,2,scan
103,73,4,icmp_flood
98,30,4,icmp_flood
79,49,4,icmp_flood
833,19,3,normal
105,33,4,icmp_flood
85,8,2,normal
45,77,1,scan
290,4,3,normal
138,2,1,normal
4153,4,2,normal
3528,149,3,dos
3967,238,2,dos
75,10,4,icmp_flood
170,93,3,scan
357,43,1,normal
160,80,1,scan
465,46,2,normal
1497,1,2,normal
87,45,1,scan
129,93,1,scan
274,19,3,normal
3638,206,3,dos
175,67,1,scan
2683,187,3,dos
74,47,4,icmp_flood
832,22,3,normal
4687,33,1,normal
564,37,3,normal
81,16,4,icmp_flood
56,81,1,scan
610,19,3,normal
129,99,3,scan
471,41,1,normal
172,98,3,scan
98,70,4,icmp_flood
2367,169,1,dos
105,17,4,icmp_flood
4396,280,2,dos
95,67,4,icmp_flood
116,22,4,icmp_flood
102,24,4,icmp_flood
1292,157,2,dos
3947,52,3,normal
2734,59,1,normal
59,45,3,scan
1448,24,3,normal
108,59,4,icmp_flood
144,89,1,scan
3177,297,3,dos
4578,196,2,dos
79,78,4,icmp_flood
53,69,1,scan
118,21,4,icmp_flood
200,77,2,scan
2382,11,3,normal
192,65,1,scan
73,18,3,normal
74,65,3,scan
116,59,4,icmp_flood
96,74,4,icmp_flood
117,65,4,icmp_flood
133,88,3,scan
3486,299,1,dos
243,16,2,normal
62,93,2,scan
3553,100,3,dos
119,60,4,icmp_flood
76,96,3,scan
3536,281,3,dos
100,93,3,scan
117,47,4,icmp_flood
171,50,1,scan
156,29,3,normal
4301,145,1,dos
87,83,3,scan
103,54,3,scan
142,100,1,scan
80,45,4,icmp_flood
100,92,3,scan
2982,196,1,dos
176,23,3,normal
3248,179,2,dos
3827,268,1,dos
256,7,3,normal
105,43,4,icmp_flood
118,9,1,normal
70,69,2,scan
123,46,1,scan
182,84,1,scan
86,74,1,scan
1607,281,1,dos
1298,15,2,normal
2014,37,3,normal
806,26,1,normal
1501,224,3,dos
3668,286,2,dos
4367,18,2,normal
184,95,1,scan
118,21,4,icmp_flood
2543,208,2,dos
3409,158,3,dos
2028,167,3,dos
179,65,1,scan
4929,131,2,dos
3896,250,1,dos
4552,280,1,dos
55,69,3,scan
91,37,4,icmp_flood
814,34,2,normal
166,46,2,scan
3224,261,1,dos
52,45,2,scan
79,20,4,icmp_flood
4018,192,2,dos
1351,191,2,dos
85,25,2,normal
41,91,3,scan
68,11,3,normal
1037,1,1,normal
346,15,2,normal
79,93,1,scan
168,27,2,normal
744,41,2,normal
113,39,4,icmp_flood
109,74,3,scan
202,30,3,normal
161,78,3,scan
4113,121,2,dos
4780,240,2,dos
731,34,3,normal
103,62,3,scan
109,18,4,icmp_flood
4052,221,1,dos
58,18,2,normal
2199,287,3,dos
217,26,2,normal
97,48,4,icmp_flood
3567,36,1,normal
114,13,4,icmp_flood
89,60,4,icmp_flood
45,52,2,scan
191,60,2,scan
1883,8,1,normal
52,25,2,normal
4653,295,3,dos
183,88,1,scan
4340,106,3,dos
3777,266,2,dos
916,25,1,normal
544,9,2,normal
70,9,1,normal
194,54,1,scan
2359,251,1,dos
2079,55,2,normal
3222,20,1,normal
1041,25,2,normal
2506,262,1,dos
2745,107,1,dos
52,87,1,scan
115,64,4,icmp_flood
209,21,1,normal
93,12,4,icmp_flood
3812,242,1,dos
1581,50,2,normal
887,9,3,normal
259,5,2,normal
75,71,4,icmp_flood
94,60,4,icmp_flood
57,75,2,scan
4204,50,3,normal
88,94,1,scan
107,76,4,icmp_flood
86,79,4,icmp_flood
172,42,3,scan
946,12,2,normal
81,79,4,icmp_flood
2124,263,3,dos
98,45,4,icmp_flood
2581,100,1,dos
179,11,2,normal
106,21,4,icmp_flood
1325,185,2,dos
86,10,4,icmp_flood
2421,125,1,dos
2143,214,2,dos
2919,116,1,dos
60,90,3,scan
211,3,3,normal
112,11,4,icmp_flood
3677,237,1,dos
1475,225,3,dos
78,40,4,icmp_flood
1424,169,3,dos
2649,234,3,dos
184,46,2,scan
101,24,1,normal
64,54,2,scan
4071,55,3,normal
667,32,1,normal
87,77,4,icmp_flood
4513,182,2,dos
118,46,4,icmp_flood
4872,217,1,dos
3138,295,3,dos
3105,230,1,dos
3905,282,2,dos
1848,245,3,dos
1333,103,1,dos
198,85,2,scan
114,48,4,icmp_flood
96,38,4,icmp_flood
2887,275,1,dos
100,80,4,icmp_flood
2638,265,3,dos
116,62,3,scan
4751,233,2,dos
149,44,2,scan
100,22,4,icmp_flood
970,10,1,normal
141,90,3,scan
185,45,1,scan
3497,171,3,dos
81,62,2,scan
88,72,4,icmp_flood
550,34,2,normal
2017,202,2,dos
67,87,2,scan
40,49,2,scan
856,25,2,normal
3051,154,2,dos
83,31,4,icmp_flood
191,41,2,scan
1249,166,2,dos
4207,133,2,dos
1129,17,2,normal
115,51,3,scan
113,53,4,icmp_flood
3619,233,3,dos
193,99,1,scan
140,98,2,scan
87,83,2,scan
81,79,4,icmp_flood
589,8,1,normal
147,89,3,scan
75,48,4,icmp_flood
89,30,4,icmp_flood
61,76,3,scan
93,86,3,scan
41,51,2,scan
2041,195,1,dos
115,29,4,icmp_flood
120,14,4,icmp_flood
4093,130,2,dos
175,52,3,scan
76,49,2,scan
818,5,2,normal
1866,238,1,dos
304,29,2,normal
102,52,1,scan
4159,31,2,normal
4402,150,1,dos
177,87,2,scan
3663,169,2,dos
755,24,1,normal
2388,233,3,dos
116,38,4,icmp_flood
99,71,4,icmp_flood
74,73,1,scan
886,1,2,normal
399,2,2,normal
4808,293,2,dos
102,38,4,icmp_flood
4116,175,1,dos
2012,17,3,normal
148,47,2,scan
1969,117,2,dos
114,67,3,scan
128,40,2,scan
1004,7,3,normal
215,10,2,normal
641,23,3,normal
2324,172,2,dos
136,77,1,scan
2260,165,3,dos
4784,130,1,dos
101,22,4,icmp_flood
62,14,2,normal
4245,138,1,dos
3598,14,3,normal
176,96,1,scan
3911,235,2,dos
87,42,4,icmp_flood
4368,300,1,dos
92,10,4,icmp_flood
96,63,4,icmp_flood
4646,233,1,dos
151,76,1,scan
138,4,1,normal
105,44,3,scan
100,45,4,icmp_flood
2132,210,3,dos
3458,180,1,dos
2010,280,3,dos
69,74,1,scan
82,80,2,scan
4969,177,3,dos
177,78,3,scan
3175,18,3,normal
2085,193,1,dos
4504,267,1,dos
178,50,2,scan
140,58,1,scan
1079,13,3,normal
117,44,4,icmp_flood
75,79,4,icmp_flood
4212,292,1,dos
103,53,1,scan
84,31,4,icmp_flood
94,18,4,icmp_flood
101,21,4,icmp_flood
104,59,4,icmp_flood
3320,273,2,dos
142,54,3,scan
58,79,2,scan
2121,45,3,normal
2206,289,1,dos
171,92,3,scan
151,55,2,scan
709,48,2,normal
832,39,3,normal
4321,150,1,dos
112,69,4,icmp_flood
103,54,4,icmp_flood
46,96,3,scan
113,64,4,icmp_flood
108,66,1,scan
114,18,4,icmp_flood
96,90,2,scan
99,80,4,icmp_flood
3526,140,1,dos
79,41,4,icmp_flood
193,2,3,normal
45,50,1,scan
194,7,3,normal
2576,140,3,dos
297,2,1,normal
2799,169,1,dos
76,76,2,scan
1830,229,1,dos
3996,195,1,dos
144,53,1,scan
80,51,1,scan
142,54,3,scan
751,22,1,normal
118,79,1,scan
102,34,4,icmp_flood
89,10,4,icmp_flood
2704,270,2,dos
47,52,3,scan
4091,222,3,dos
194,92,3,scan
2522,198,2,dos
112,62,2,scan
98,70,4,icmp_flood
2488,14,3,normal
162,40,3,scan
107,25,4,icmp_flood
101,56,4,icmp_flood
115,45,4,icmp_flood
180,60,3,scan
86,10,4,icmp_flood
82,16,4,icmp_flood
78,73,4,icmp_flood
102,62,4,icmp_flood
274,5,2,normal
3061,226,3,dos
2188,254,2,dos
117,37,4,icmp_flood
111,87,2,scan
131,44,2,scan
117,34,4,icmp_flood
4328,10,3,normal
2854,172,3,dos
2942,244,2,dos
125,96,1,scan
4805,204,2,dos
905,2,3,normal
2276,116,2,dos
197,98,1,scan
127,3,2,normal
159,86,1,scan
116,50,4,icmp_flood
155,9,1,normal
113,15,1,normal
2013,276,3,dos
115,48,3,scan
148,99,2,scan
120,61,4,icmp_flood
2268,108,1,dos
235,21,1,normal
94,27,2,normal
2601,141,3,dos
4271,131,2,dos
114,65,3,scan
76,19,4,icmp_flood
4157,224,2,dos
1332,269,3,dos
2835,102,2,dos
50,41,3,scan
105,2,3,normal
102,93,3,scan
2351,276,1,dos
3689,271,1,dos
118,59,4,icmp_flood
290,21,3,normal
3213,31,3,normal
126,90,3,scan
151,95,2,scan
626,45,2,normal
108,64,4,icmp_flood
55,91,1,scan
62,50,3,scan
2591,262,1,dos
44,27,1,normal
96,26,4,icmp_flood
75,52,4,icmp_flood
239,11,3,normal
108,45,4,icmp_flood
134,68,3,scan
188,7,1,normal
2797,165,2,dos
175,65,1,scan
2569,23,2,normal
193,91,1,scan
133,71,3,scan
4535,153,2,dos
256,21,1,normal
118,23,4,icmp_flood
4252,226,2,dos
99,68,4,icmp_flood
107,85,2,scan
194,89,1,scan
189,13,3,normal
3795,171,3,dos
76,51,2,scan
155,6,2,normal
398,35,3,normal
1010,8,2,normal
3506,127,3,dos
2402,254,3,dos
3819,187,2,dos
179,75,1,scan
94,14,3,normal
2570,186,3,dos
3550,300,2,dos
82,58,4,icmp_flood
2789,237,3,dos
83,91,2,scan
133,59,1,scan
170,98,3,scan
95,46,4,icmp_flood
725,24,3,normal
115,62,4,icmp_flood
99,26,3,normal
2837,207,3,dos
796,30,1,normal
112,32,4,icmp_flood
1301,230,1,dos
110,44,4,icmp_flood
92,76,4,icmp_flood
4173,294,2,dos
156,94,1,scan
1349,215,1,dos
1258,139,2,dos
1955,264,3,dos
326,24,3,normal
142,58,3,scan
2224,239,1,dos
1492,4,1,normal
4095,276,2,dos
154,96,1,scan
51,67,2,scan
942,2,2,normal
190,74,1,scan
113,52,4,icmp_flood
170,54,2,scan
109,43,4,icmp_flood
764,41,2,normal
1752,142,1,dos
1906,144,3,dos
1526,184,3,dos
119,52,4,icmp_flood
3896,201,3,dos
427,20,1,normal
1515,277,1,dos
126,72,1,scan
96,35,4,icmp_flood
108,44,4,icmp_flood
115,65,4,icmp_flood
105,24,1,normal
148,86,3,scan
150,57,2,scan
1848,211,1,dos
4715,18,2,normal
82,22,4,icmp_flood
127,66,2,scan
1300,135,2,dos
98,14,4,icmp_flood
195,90,1,scan
118,52,4,icmp_flood
4905,298,3,dos
179,96,1,scan
80,25,4,icmp_flood
148,83,3,scan
4714,227,1,dos
178,43,2,scan
458,3,1,normal
106,79,4,icmp_flood
147,84,3,scan
116,53,3,scan
46,74,1,scan
1173,27,3,normal
290,13,3,normal
105,53,4,icmp_flood
78,67,4,icmp_flood
98,69,4,icmp_flood
90,32,4,icmp_flood
79,41,1,scan
120,58,4,icmp_flood
111,12,4,icmp_flood
45,74,3,scan
112,39,4,icmp_flood
392,15,2,normal
715,1,3,normal
1148,48,3,normal
4991,199,3,dos
99,78,4,icmp_flood
166,30,3,normal
54,62,3,scan
171,28,1,normal
88,41,4,icmp_flood
2539,251,2,dos
3147,100,2,dos
2511,238,2,dos
217,15,1,normal
236,22,3,normal
74,66,4,icmp_flood
96,58,4,icmp_flood
108,9,1,normal
46,100,3,scan
177,63,2,scan
105,98,3,scan
164,90,1,scan
107,75,3,scan
75,50,4,icmp_flood
1851,129,2,dos
2287,286,2,dos
109,22,4,icmp_flood
1419,194,1,dos
480,42,1,normal
259,12,2,normal
3932,132,3,dos
1148,30,3,normal
144,77,3,scan
2323,192,2,dos
4494,248,1,dos
75,40,4,icmp_flood
549,49,2,normal
100,26,4,icmp_flood
87,55,1,scan
116,81,1,scan
2017,290,1,dos
4768,212,1,dos
2991,102,3,dos
93,19,4,icmp_flood
91,87,3,scan
105,57,4,icmp_flood
108,66,4,icmp_flood
617,44,3,normal
89,92,2,scan
3781,127,3,dos
158,80,1,scan
83,40,4,icmp_flood
148,30,3,normal
1899,273,1,dos
2605,47,3,normal
115,92,1,scan
113,64,4,icmp_flood
3833,33,1,normal
71,89,1,scan
108,86,3,scan
75,25,4,icmp_flood
2009,231,3,dos
253,10,1,normal
81,52,4,icmp_flood
66,45,3,scan
170,1,2,normal
4617,41,2,normal
3003,7,3,normal
3079,234,2,dos
2119,7,2,normal
4927,255,2,dos
3652,204,1,dos
4279,124,3,dos
2207,179,3,dos
80,36,4,icmp_flood
4232,250,1,dos
41,1,3,normal
821,15,1,normal
61,74,3,scan
90,44,4,icmp_flood
147,75,2,scan
114,67,2,scan
244,6,1,normal
95,63,4,icmp_flood
